NAME,TEXT,ROLE,SENTIMENT
amine66,arretez,conciliator,NEG
Leo69,jtnique ta race,bully,NEG
Guillaume,non amine,bully,NEU
Leo69,tva voir,bully,NEG
Isabelle3,on va te faire bouffer le sol la dégonfles de quoi,bully_support,NEG
Leo69,jdehek pas avec toi,bully,NEG
amine66,tu kleh ou quoi,conciliator,NEU
Leo69,sale feuj,bully,NEG
Aurelie,juif de mort,bully_support,NEG
Guillaume,amine vient 1v1 devant le lycéé,bully,NEG
Leo69,vsy demain 15h à la sortie tu vas voir,bully,NEG
