NAME,TEXT,ROLE,SENTIMENT
<Paul-Victime>,wallah et toi t frustré,victim,NEU
<Arthur-Soutien-Harceleur>,la con de tes motrs,bully_support,NEG
<Paul-Victime>," j'ai le droit ""être ce que je suis  je  ne te demande rien",victim,NEG
<Ellian-Harceleur>,ké fustré et retourne chez tra grande tante la grosse pute,bully,NEG
<Paul-Victime>,et ta mère !,victim,NEG
<Ellian-Harceleur>,parle bien de la daronne gros fdp,bully,NEG
<Paul-Victime>,t'as qu'à pas traiter  ma  tante,victim,NEU
<Arthur-Soutien-Harceleur>,TRD PERDU WLH ATT QUE JTE VOIE,bully_support,NEG
<Ellian-Harceleur>,et wallah ta 10 ans zebiiii,bully,NEG
<Nicola-Soutien-Harceleur>,on va lui enfoncer une bite dans le cut,bully_support,NEG
<Arthur-Soutien-Harceleur>,JVAI GAZER TOUTES TA DESCENDENCE,bully_support,NEG
<Ellian-Harceleur>,on va te prendre en moulant,bully,NEG
<Paul-Victime>,eh que moi aussi j'te vois et ferme ta bouche,victim,NEG
<Arthur-Soutien-Harceleur>,tu va faire quoi avec ton pti corp t solo ta pas dami,bully_support,NEG
<Nicola-Soutien-Harceleur>,on devrais l'emener dans un hopital c mieux,bully_support,NEG
<Paul-Victime>," vous etes nuls ! chacun doit avoir le droit de faire ce qui lui plait  j""vous demande rien",victim,NEG
<Nicola-Soutien-Harceleur>,come sa personne et contaminer ptdr,bully_support,NEG
<Ellian-Harceleur>,va bouffer tes mort ké tu parle avec moi,bully,NEG
<Jimmy-Conciliateur>,stooop,conciliator,NEU
<Ellian-Harceleur>,vien sucer grosse pute,bully,NEG
<Paul-Victime>,"c pas une maladie,  c vous les oufs  le monde est plein  de gens  diffferents   faut se respecter",victim,NEG
<Ellian-Harceleur>,et toi aussi pk tu parle Jimmy wallah,bully,NEG
<Nicola-Soutien-Harceleur>,jimmy c sont mec c sur,bully_support,NEU
<Arthur-Soutien-Harceleur>,casse toi jimmy stv pas finir comme lautre fatfat,bully_support,NEG
<Jimmy-Conciliateur>,c'est pas bien Ellian stop halala,conciliator,NEG
<Nicola-Soutien-Harceleur>,il se suce la bite entre eux,bully_support,NEG
<Paul-Victime>,wallah toi le babtou  pourquoi tu parles comme les autres ?,victim,NEG
<Ellian-Harceleur>,wallah me degoute gros trdc,bully,NEG
<Paul-Victime>," vous etes de gros malades qui ne supportent pas les autres  c""est trop important de se respecter",victim,NEG
<Ellian-Harceleur>,et quoi quand vous baisser ensemble tu demande a ta daronne de t'aider et ftg tu connais r a la vie,bully,NEG
<Paul-Victime>,je ne  vous dis pas ce que vous devez faire alors laissez moi  tranquille,victim,NEU
<Arthur-Soutien-Harceleur>,on les merdes comme vous ya pas a vous respecter,bully_support,NEG
<Paul-Victime>,parce que toi tu connais ?,victim,NEU
<Arthur-Soutien-Harceleur>,pire que des annimeaux,bully_support,NEG
<Jimmy-Conciliateur>,calmez vous c'est pas bien,conciliator,NEG
<Ellian-Harceleur>,bah moi je te dit ce que tu va faire tu va bien niker tes mort,bully,NEG
<Paul-Victime>,de pas reflechir et respecter ce que ressentent les autres  oui c des animaux,victim,NEG
<Nicola-Soutien-Harceleur>, jimmy aucupe toi de ton cue que paul encule ;),bully_support,NEG
<Paul-Victime>," '=(  Nicolas  t""es trop con  arrete d'etre  bete  et essaie de  comprendre   ton attitude ne te rend pas populaire",victim,NEG
<Ellian-Harceleur>,sa ma dit que tu suce bien en plus avec la video qui a tourner fdp,bully,NEG
<Arthur-Soutien-Harceleur>,keske wlh,bully_support,NEU
<Paul-Victime>," n""importe quoi !!! trop nul ",victim,NEG
<Arthur-Soutien-Harceleur>,grave y degoute,bully_support,NEG
<Ellian-Harceleur>,mais wallah vous faite pitier,bully,NEG
<Paul-Victime>," c""est votre attitude qui degoute",victim,NEG
<Arthur-Soutien-Harceleur>,on va te faire tournee dans tout le quartier,bully_support,NEG
<Jimmy-Conciliateur>,tous le mondes est différents respectons nous,conciliator,POS
<Nicola-Soutien-Harceleur>,non c toi qui dégoute,bully_support,NEG
<Paul-Victime>,ton manque d'intelligence c pire que tout,victim,NEG
<Arthur-Soutien-Harceleur>,tu va repartir en boiten,bully_support,NEG
<Ellian-Harceleur>,je vais tenclancher toi vien en ce donne un tete,bully,NEG
<Paul-Victime>,vos menaces sont debiles,victim,NEG
<Nicola-Soutien-Harceleur>,ba vien n face et on verra,bully_support,NEG
<Arthur-Soutien-Harceleur>,lisa et camille y sont inexistant trdc perdu,bully_support,NEG
<Ellian-Harceleur>,je vais te niker tt tes mort toi ta daronne ton daron et ton fdp de Jimmy le gwer,bully,NEG
<Jimmy-Conciliateur>,soyons friends,conciliator,POS
<Ellian-Harceleur>,et ftg friends,bully,NEG
<Nicola-Soutien-Harceleur>,mes tu va areter jimmy,bully_support,NEG
<Arthur-Soutien-Harceleur>,cb tg toi friend tes mort,bully_support,NEG
<Ellian-Harceleur>,wallah tu tes cru au stayts,bully,NEU
<Jimmy-Conciliateur>,pas d'insultes entre nous,conciliator,POS
<Paul-Victime>,et toi  tu es pretentieux pour niquer tout le monde faut pouvoir. Mais  surtout se servir de son  cerveau c dur quand on en a pas,victim,NEG
<Arthur-Soutien-Harceleur>,jppppppppppppp c quoi ses repartie de victimes la je meur,bully_support,NEG
<Ellian-Harceleur>,et wee hein bien sur wallah au lieux de parler pour rien fdp,bully,NEG
<Jimmy-Conciliateur>,ah ouai paupauuuu,conciliator,NEU
<Ellian-Harceleur>,vien te nike ta grand mere kehba,bully,NEG
<Paul-Victime>,c surement plus malin que tes remarques et insultes stupides,victim,NEG
<Ellian-Harceleur>,vzy j'ai pas ton temps,bully,NEG
<Ellian-Harceleur>,fdp va niker ttes mort grosse kehba de bitch,bully,NEG
